"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"11",688.64,708.472,727.148821293181,745.084069129673,763.261323030183,781.744134220692,800.35003964995,818.559895121207,836.236710276906,862.154255404444,827.925754400456,891.959381629057,920.055851352239,950.666368394816,983.225917739599,1016.87673751203,1052.74960999853,1088.75114348843,1123.41438235238,1155.7760668779,1186.25671094387,1221.26113386287,1260.82344436878,1298.77529295473,1344.66749233469,1384.18991928684,1428.05749269745,1482.93142426667,1537.6693037896,1590.98274260825,1645.07461863632,1704.22440711016,1755.61146414846,1807.65823943116,1859.79880068396,1920.53597438074,1989.43685758021,2072.06711342681,2148.38387156558,2234.68332540064,2321.41769333433,2401.62305132479,2490.64016003604,2575.20764096098,2647.60692226319,2721.17583975737,2795.54610706682,2875.17760223699,2959.80556505715,3044.8488095038,3130.853975156,3219.02515822649,3307.77522291497,3395.59313657456,3478.72604018965,3598.06681829648,3722.29116780542,3851.53352625812,3986.08165758577,4125.98266186035,4271.02889219543,4421.14710416777,4575.7360548832,4734.73241996974,4897.98025144207,5065.34638814348,5236.76478864834,5412.23194168946,5591.75589051401,5775.28182888891,5962.61870695206,6154.18056031538,6350.2614831139,6551.2934547397,6757.87195960457,6970.60780309746,7190.15994686716,7417.08192677241,7651.82323976541,7894.79842888339,8146.36266888648,8406.82445271846,8676.47809864955,8955.68003720278,9244.76441879809,9544.06335592669,9853.91194495721,10174.6519636615,10506.6010225373,10850.0977706343,11205.3751598542,11572.6777909221,11952.269074137,12344.3649574191,12749.2468417286,13167.2346212157,13598.6385309444,14043.7511521856,14502.8352690524,14976.1886163927,15464.1635061655
"12",664.73,684.905,704.640517467337,723.238133468755,741.109194760904,759.236651351687,777.635717602173,796.219383379458,814.418259558244,832.103454331722,858.002220877603,824.046853747516,887.894103208379,915.975443066005,946.558960082365,979.050944718828,1012.70236218051,1048.29126404885,1084.35833501756,1118.9887677422,1151.30286587095,1181.70652869732,1216.62059031453,1256.06506408023,1293.96816944706,1339.79034880315,1379.2695622876,1423.09443423745,1477.8832987458,1532.55083801324,1585.82881555433,1639.89303300522,1698.99542424254,1750.35565953687,1802.38725896329,1854.51029876018,1915.2212554503,1984.08157306831,2066.64693954813,2142.92621449739,2229.11280808231,2315.86354936983,2396.02062783121,2485.00560337594,2569.53543538564,2641.77524853448,2715.18212161044,2789.388579432,2868.84467662505,2953.28623614519,3038.14216258391,3123.95789148066,3211.93486688096,3300.48944884264,3388.11393295055,3471.06372631391,3590.14164195631,3714.0923723455,3843.05005890825,3977.30183174094,4116.89468717198,4261.62143568226,4411.40899417821,4565.65744407568,4724.30360048229,4887.19185890696,5054.18935149648,5225.23018228945,5400.31084775266,5579.43937341706,5762.56107376691,5949.48531975049,6140.62523501633,6336.27426592161,6536.86344037171,6742.98693115212,6955.25419827923,7174.32275195927,7400.74490882148,7634.96917574675,7877.40918269129,8128.41932209992,8388.3074074235,8657.36710866077,8935.9540712535,9224.40170961499,9523.04140471866,9832.20751484291,10152.2410649528,10483.4589659707,10826.1991210309,11180.6939689302,11547.1875716313,11925.9427592403,12317.1750040259,12721.1650871288,13138.2321980937,13568.6858886544,14012.8180956363,14470.8910243387,14943.2017538128
"13",641.3915,661.443,681.529788863627,701.188005487241,719.725820868061,737.552846605103,755.606489358903,773.981550990911,792.548553674208,810.747848611982,828.442913384555,854.32289247312,820.600957809005,884.274878501776,912.332217804083,942.851513485801,975.340624254243,1008.75149774041,1044.38588009548,1080.40828243658,1114.98629667507,1147.2269845551,1177.56696171709,1212.39153027643,1251.78813434635,1289.65502212155,1335.4158503072,1374.86961284966,1418.65004823537,1473.37152739828,1527.99837463199,1581.24792179948,1635.2789045719,1694.33297307018,1745.67710551013,1797.68932316964,1849.80485982262,1910.49324526407,1979.32215646588,2061.8303079651,2138.02231934515,2224.21870849405,2310.90482077116,2391.04398097821,2479.98066883993,2564.33957291627,2636.43330980216,2709.69174670107,2783.74815150376,2863.04358037222,2947.31439045496,3031.99872956416,3117.64093031301,3205.44000730477,3293.81552287858,3381.26282135126,3464.04488178039,3582.88200974409,3706.58209912666,3835.27902010723,3969.25932217586,4108.56990662961,4253.00400290768,4402.48867569797,4556.42521951284,4714.75057722617,4877.30945899505,5043.96926563859,5214.66423444374,5389.39086896181,5568.15717849527,5750.9085881081,5937.45485421993,6128.20826510118,6323.4616737306,6523.64523643123,6729.35192451063,6941.18996559495,7159.81554033779,7385.77984852786,7619.53049011948,7861.4802586669,8111.98282999735,8371.34539513149,8639.86103023742,8917.88466160557,9205.74902945135,9503.78484466207,9812.32578940963,10131.7121990718,10462.2603437449,10804.3074432886,11158.0854664847,11523.8379817779,11901.8272878048,12292.2684211274,12695.4415951183,13111.6653538883,13541.2486232263,13984.4827496315,14441.6294081974
"14",618.3815,638.3885,658.357499733667,678.371430021732,697.968054391706,716.46063074696,734.218987755345,752.248063911695,770.60439610439,789.164105294223,807.364475296602,825.066090717597,850.920626603183,817.410127230179,880.915043545122,908.913624543607,939.427450300196,971.694503114339,1005.14642624719,1040.73558876259,1076.70061790051,1111.20344181332,1143.37783527599,1173.64815296046,1208.44220461816,1247.79856773961,1285.6301334541,1331.34430950054,1370.76579322209,1414.51062935125,1469.18816899391,1523.77901013554,1576.99422852143,1630.98710499742,1690.00162710641,1741.32450792715,1793.32368151146,1845.43305461848,1906.10419911257,1974.90151546762,2057.30522481804,2133.51956392022,2219.64797990839,2306.29611489362,2386.40034597715,2475.16431032567,2559.35938138064,2631.3131053673,2704.42926740869,2778.34184762425,2857.48327722216,2941.59042537045,3026.11029943248,3111.58617487567,3199.21473770282,3287.41861961341,3374.69608710885,3457.31737689707,3575.92371184683,3699.3835638815,3827.83054319159,3961.55064276078,4100.59067279933,4244.74426431456,4393.93862364168,4547.57620803611,4705.59408283467,4867.83725978208,5034.17339721772,5204.53686014595,5378.92415890854,5557.34328725314,5739.73977623342,5925.92375174018,6116.30670134075,6311.18090926554,6510.97569643306,6716.28288254415,6927.70951398902,7145.91049705597,7371.43596105127,7604.73263664751,7846.21251571458,8096.22858720757,8355.08744555297,8623.08159773702,8900.56528074956,9187.8705885928,9485.32758988202,9793.26931874661,10112.0354496007,10441.9416383137,10783.3244498326,11136.4154024335,11501.4575915281,11878.7128063441,12268.3956658218,12670.785839133,13086.2012517456,13514.9502294849,13957.3235530276
"15",595.238,615.5375,635.463087834548,655.360162422504,675.312359082066,694.858441733529,713.279293507314,731.012157536205,749.020308870827,767.365902957594,785.919532303471,804.1188235708,821.821356928529,847.649934093715,814.334581655344,877.645470849496,905.636900097452,935.920876972614,968.234076600733,1001.61250906917,1037.140879212,1073.0671855944,1107.4948888248,1139.58752929832,1169.84178145635,1204.60943411056,1243.92277917018,1281.72608960737,1327.38517315183,1366.77714187942,1410.49948978513,1465.13687773528,1519.68328685258,1572.85702822759,1626.8159099391,1685.78373860941,1737.08814923807,1789.0743460362,1841.17786319874,1901.82658665834,1970.54186120564,2052.94134660443,2129.09966326564,2215.18172071102,2301.77617998347,2381.72342085738,2470.31342344156,2554.34348695979,2626.15619429778,2699.12906151628,2772.89678606935,2851.88311237929,2935.82542530427,3020.17965527276,3105.4880130278,3192.94483927797,3280.97585708734,3368.08227609093,3450.541642677,3568.9155300627,3692.13342249313,3820.32866830632,3953.78669998998,4092.55423601459,4236.42531183442,4385.32727644745,4538.66375818783,4696.37194573326,4858.29715457819,5024.30730242838,5194.33688292125,5368.38241323769,5546.45187145899,5728.4908953884,5914.30998303658,6104.31981552759,6298.81210426612,6498.21532877715,6703.12014889897,6914.1324213176,7131.90576882013,7356.98924255613,7589.82869768461,7830.83531864383,8080.36140259257,8338.71294308616,8606.18187384859,8883.12173762744,9169.86397757909,9466.73801544237,9774.0762326583,10092.2176379389,10421.4772685236,10762.1910297511,11114.5899861627,11478.9167567455,11855.4326176665,12244.3517672507,12645.9533265673,13060.5545980062,13488.4633031285
"16",572.665,592.462,612.676568297395,632.528656725949,652.361575984599,672.258771204366,691.726795750697,710.115498193663,727.824641328039,745.820276104638,764.155508469064,782.702965710298,800.897055933826,818.600827839742,844.391995369961,811.252530962668,874.408452945824,902.136178713733,932.487065654868,964.640862195764,997.958779604825,1033.54680465548,1069.38618551696,1103.70767897355,1135.77754497013,1166.0224092003,1200.7527668625,1240.02541994088,1277.78853464744,1323.38941266098,1362.75431327306,1406.46671194024,1461.05127812084,1515.54030842227,1568.67222919999,1622.58835519506,1681.50805068117,1732.79325402492,1784.76090194204,1836.85061621839,1897.4247223668,1966.14790942407,2048.46501700462,2124.58606432548,2210.60764328575,2297.02329566502,2376.80545533305,2465.21253047289,2549.06908225933,2620.73350520132,2693.55569243657,2767.17109572387,2845.99432499815,2929.76330738552,3013.94335625843,3099.07556276151,3186.35180143691,3274.20104603665,3361.12760101327,3443.41669916326,3561.54615905077,3684.5096217092,3812.44016012867,3945.62261741397,4084.10361556769,4227.67761533551,4376.27211573081,4529.29197652175,4686.67451608367,4848.2653693155,5013.93272665666,5183.61121700714,5357.2973647394,5534.99913146101,5716.66226722645,5902.09766134463,6091.71514693369,6285.80583305019,6484.79731446167,6689.2790313666,6899.85558943154,7117.17926179306,7341.79796587771,7574.15663620851,7814.66560817849,8063.67645149622,8321.49452787799,8588.41116824061,8864.77918530945,9150.92933785158,9447.19036739051,9753.89396904053,10071.3784515024,10399.9582015025,10739.9684307763,11091.6397267454,11455.2142074184,11830.9526094594,12219.0686889001,12619.8409904591,13033.5861613359
"17",551.4595,569.888,589.59794883252,609.732991525097,629.516297684006,649.290754978926,669.102312084217,688.527765279035,706.887041845326,724.580230045776,742.563607035632,760.891556916294,779.427979695947,797.619722314925,815.309003179412,841.058920906001,808.11777932569,870.814237837518,898.638073898108,928.717317642175,960.804093290579,994.318879391852,1029.80946948215,1065.51134537151,1099.80208617198,1131.857058611,1162.06921750897,1196.76238360802,1235.97906827186,1273.69480195612,1319.22744307955,1358.59617910593,1402.27659340852,1456.78869668182,1511.21786065599,1564.29868850284,1618.1651045759,1677.03513719994,1728.28764712793,1780.22835205741,1832.2519413994,1892.83260197134,1961.48675029533,2043.7360661822,2119.81075825453,2205.63899161439,2291.86041265779,2371.46325069804,2459.6716184992,2543.33969088839,2614.84303795791,2687.50154708255,2760.9514893946,2839.59755237206,2923.17825218671,3007.16909455715,3092.10995444953,3179.19002750029,3266.84181856398,3353.57299387927,3435.67713570456,3553.54108301226,3676.2281679896,3803.87116452643,3936.75427550258,4074.92401813114,4218.17531513619,4366.43582848725,4519.11175561389,4676.14055577723,4837.36821083347,5002.66320748256,5171.96032155524,5345.25608523593,5522.55844223736,5703.8132645484,5888.83186653086,6078.02316014525,6271.6776001396,6470.22182020206,6674.24393568131,6884.34719330763,7101.18240014195,7325.29624208933,7557.13265361984,7797.10104783999,8045.55220425598,8302.79079824067,8569.10750590367,8844.85434697409,9130.36133679216,9425.95647798856,9731.97072014614,10048.7416115692,10376.5828323559,10715.8288408061,11066.7097060636,11429.4670019429,11804.3608790655,12191.6046130167,12591.4761224464
"18",531.671,548.6325,566.974241119293,586.601219873856,606.659730533712,626.379241648377,646.061438072802,665.823270461938,685.20871643774,703.544662280594,721.222811293224,739.198410095406,757.511349146612,776.042998355608,794.209624550793,811.900963280752,837.598096321667,804.529641022883,867.189408608475,894.621275198509,924.6285129874,957.056063257745,990.467245750647,1025.7926222197,1061.45423567236,1095.72136763278,1127.72639947172,1157.90577032882,1192.54532649011,1231.69436325758,1269.34315915805,1314.85960527607,1354.1999718054,1397.82426182737,1452.25855248407,1506.61870992983,1559.63579353046,1613.45532574135,1672.25201957641,1723.46245159338,1775.32381803536,1827.35544761679,1887.87041542363,1956.47178452401,2038.64825370027,2114.5335603748,2200.14812722253,2286.15490292623,2365.55957236747,2453.54834839153,2537.00813191695,2608.33347379894,2680.81110199882,2754.07819313968,2832.52846937761,2915.9010978396,2999.68284782122,3084.412250288,3171.27554041364,3258.70912527936,3345.22438623876,3427.12413255305,3544.69466151178,3667.07632110046,3794.40155467281,3926.9538575951,4064.77963127738,4207.67430897672,4355.56573274577,4507.8615782657,4664.49946049071,4825.3257447,4990.20924499148,5159.08489956927,5331.94924925081,5508.81021797323,5689.61381247524,5874.17181684525,6062.89212507114,6256.06446882357,6454.11441970041,6657.62862895689,6867.20884156075,7083.50424441054,7307.06016245507,7538.31942500442,7777.6904259449,8025.52307152884,8282.12127865,8547.77499978954,8822.83537833524,9107.6316080652,9402.49087505853,9707.7433050102,10023.7256059093,10350.7506769579,10689.1521438331,11039.1595029292,11401.0137266709,11774.9743180436,12161.2540216897
"19",513.3035,528.768,545.643376010304,563.902273242239,583.448831995246,603.435381014768,623.054126135035,642.680044284361,662.394491324501,681.746355593703,700.059399795636,717.728602045467,735.684746442718,753.991319546238,772.487681928857,790.667266311843,808.314249532606,833.559679254965,800.909213685657,862.897175783768,890.254679795204,920.743844121772,953.056076828846,986.281499064178,1021.56353796509,1057.19513898229,1091.39122426807,1123.34469190923,1153.4751072766,1188.04963618996,1227.10208091592,1264.76117636927,1310.21655522178,1349.50025974111,1393.06641078505,1447.41680575056,1501.69093476305,1554.65145418045,1608.39082647369,1667.10517504813,1718.2239936853,1770.07322492235,1822.04626701179,1882.51465290473,1951.0659914306,2033.01540443717,2108.69103762192,2194.06904872791,2279.83818500447,2359.02345684589,2446.76911711357,2529.99829863137,2601.12656634977,2673.4039365827,2746.46858844568,2824.70210410223,2907.84437136878,2991.39462973934,3075.88992220142,3162.51320632363,3249.70520944361,3335.98142601511,3417.65488075368,3534.900558642,3656.94407385497,3783.91750380117,3916.10356054024,4053.54851727368,4196.04837248292,4343.53116759527,4495.40621490263,4651.61130173105,4811.99321785729,4976.42113985005,5144.83018568123,5317.21690572609,5493.58920202768,5673.89323050981,5857.94129530734,6046.14016338426,6238.77876587349,6436.28149850518,6639.2333915987,6848.23452748151,7063.93229932833,7286.87052533798,7517.49081126924,7756.20042260324,8003.34829879035,8259.23751699237,8524.15722854264,8798.45760660872,9082.46693539593,9376.51149695795,9680.92050484208,9996.02973670267,10322.1512271914,10659.6176801671,11008.6579579184,11369.5123670556,11742.4396935491
"20",495.826,510.3125,525.692749657848,542.487836070758,560.667166520042,580.137624595432,600.012092575174,619.567888682447,639.141616826251,658.814480432132,678.130656015,696.42764434388,714.072260894467,732.020952983825,750.282192152279,768.8041391098,786.910058130654,804.063443242335,829.491242888469,796.479168561405,858.185722294612,886.22111437516,916.589446328559,948.687976328222,981.87873196926,1017.13524229179,1052.67737380005,1086.80204842776,1118.68853400607,1148.75833886784,1183.22767691294,1222.28910076461,1259.90685469655,1305.26714483811,1344.49464486787,1388.00177518493,1442.2482082392,1496.45057420025,1549.31202309394,1602.96415301668,1661.54688202214,1712.63452875981,1764.41163071126,1816.35088598628,1876.7859453785,1945.12867433614,2026.82870590052,2102.27404947307,2187.3922455205,2272.90037649984,2351.84467849698,2439.32331867873,2522.29922427232,2593.21104053204,2665.26846245584,2738.11077022158,2816.10621233684,2898.9954681692,2982.29147354193,3066.52963715929,3152.88931671464,3239.81598459076,3325.82965276167,3407.25456583065,3524.14345170341,3645.81557453277,3772.40260980063,3904.1864092415,4041.21310524222,4183.27931708419,4330.31330517289,4481.72617933052,4637.4559162034,4797.34977180456,4961.27732081334,5129.1738786451,5301.03600617271,5476.87158139238,5656.62692408161,5840.11490955526,6027.74106693889,6219.79344811493,6416.69515732876,6619.02944458551,6827.39456609346,7042.43594493582,7264.69574441039,7494.61422641907,7732.59741708754,7978.99319400348,8234.10371203022,8498.21724258048,8771.68289320481,9054.82794910212,9347.97769941247,9651.46035584864,9965.61067425517,10290.7397397265,10627.1792436657,10975.1573519072,11334.9136397808
"21",478.681,492.753,507.156201221573,522.458942788431,539.177751849672,557.283567497464,576.63663148554,596.438610442042,615.936335151058,635.462113804736,655.090729161469,674.378860662194,692.63921014418,710.274531836754,728.166549855014,746.469090622369,764.888949697047,782.398898530099,799.816376966385,824.334033597582,791.589727667997,854.010795277464,881.925490459621,912.051904573599,944.126954292543,977.312567044153,1012.47072049946,1047.92543692625,1081.96516270457,1113.77173805563,1143.72608840002,1178.23513420866,1217.2419624857,1254.78064878831,1300.04889125299,1339.22659673084,1382.65483920368,1436.81864478589,1490.89673355862,1543.65533137828,1597.1776245305,1655.68041004427,1706.68717146039,1758.42089256489,1810.35414257252,1870.58967358773,1938.70676673186,2020.13706289987,2095.33332113839,2180.17049660467,2265.3963196196,2344.07998435402,2431.2698108691,2513.97176872539,2584.64946724365,2656.46898917045,2729.07080561223,2806.80874315752,2889.42433732967,2972.44533814493,3056.40538663776,3142.47994681249,3229.11962337703,3314.84931453552,3396.00540052108,3512.50837381389,3633.77879204595,3759.94789596813,3891.29660677198,4027.87090453671,4169.46808001199,4316.01663045399,4466.9296099256,4622.14519984531,4781.51116051555,4944.89749721925,5112.23973893008,5283.53445787531,5458.78950604167,5637.95138043374,5820.83357416479,6007.84027749237,6199.25859128594,6395.51022289802,6597.17649671429,6804.85369378005,7019.18510629255,7240.71110757926,7469.87050600265,7707.0679871795,7952.65028016797,8206.91854225696,8470.16009312145,8742.72288772169,9024.93313071353,9317.11503728401,9619.59573554391,9932.70887613013,10256.7645170793,10592.093254704,10938.9225015417
"22",462.57,475.546,489.532561483614,503.860016226484,519.091825522068,535.741939056717,553.731742569489,573.006913889526,592.743094844769,612.186431100532,631.660145025503,651.253820142598,670.490396284565,688.732602518401,706.300107469137,724.247558487989,742.425330860078,760.15309678921,777.963526702879,794.303418357052,818.722813122304,787.489970256506,849.604034749881,877.255392176626,907.3761557227,939.463589280338,972.552926433893,1007.6178045837,1042.97292629657,1076.91210717196,1108.57005299174,1138.59875276285,1173.06852376993,1211.97773090316,1249.4468290551,1294.63444814083,1333.74017610826,1377.12078497477,1431.14170721423,1485.0965284814,1537.7153903295,1591.15517521076,1649.53990139885,1700.49839950789,1752.23024747748,1803.98066280634,1864.00413037545,1931.88141247672,2013.02502752927,2087.95655202364,2172.495052215,2257.42083169383,2335.82748502295,2422.71035358873,2505.12115335466,2575.55002603779,2647.11670225939,2719.46291887284,2796.92717451227,2879.25191464352,2961.98063415513,3045.64509536056,3131.41662396,3217.75127941704,3303.179153136,3384.04952338243,3500.14233972001,3620.98581686985,3746.71073354046,3877.59702192047,4013.69050021297,4154.78917281988,4300.82178872784,4451.20346838439,4605.87261084475,4764.67751238194,4927.48863593448,5094.24173745087,5264.93340122607,5439.57145160336,5618.10257394838,5800.34091798509,5986.68925099066,6177.43366307564,6372.994376942,6573.95067038179,6780.89672519076,6994.47356881048,7215.21967214591,7443.57229870365,7679.93470937617,7924.65241253744,8178.02550523084,8440.34029560212,8711.94351361149,8993.16021548824,9284.31347499692,9585.72926857067,9897.74007220573,10220.6548523574,10554.8030414508
"23",447.358,459.395,472.290182900969,486.200487057272,500.461010893168,515.629674618186,532.167346496361,550.081751659044,569.288537568345,588.962025073482,608.346512164248,627.779872700135,647.311229370964,666.519763389948,684.678725458475,702.314363215133,720.116854219737,737.538002021405,755.591174408236,772.171155228517,788.463860918811,814.261355968451,783.214030182673,844.856890755804,872.521468888174,902.671647222405,934.663586145772,967.663176218221,1002.62454780832,1037.86492134742,1071.62583134789,1103.35990863359,1133.36737227052,1167.75155725078,1206.577731382,1243.99470258699,1289.0764213661,1328.14972136432,1371.41766606035,1425.30298359744,1479.10238183915,1531.62818365999,1584.95848975128,1643.26134373779,1694.22275916168,1745.76369223691,1797.3231241491,1857.12507684063,1924.75185978808,2005.5960166673,2080.25100852956,2164.47752182181,2249.08988515847,2327.20718099265,2413.76941083537,2495.87607591931,2566.04503287709,2637.34759434218,2709.42681932775,2786.60519536376,2868.62611841361,2951.04952996956,3034.40522989157,3119.86022113608,3205.87626103476,3290.98886564723,3371.56078612241,3487.22516526634,3607.62267304567,3732.88360553386,3863.28686183789,3998.87809107007,4139.45604309126,4284.94972983791,4434.7764302387,4588.87477068535,4747.09360730913,4909.30388110135,5075.44158510132,5245.50331620957,5419.49686989386,5597.36912827595,5778.93492695491,5964.59554680685,6154.63602213503,6349.47502482163,6549.68969485072,6755.87202120725,6968.66066563947,7188.59211184099,7416.10200961004,7651.59213161637,7895.40671114528,8147.84473774065,8409.19146293625,8679.79233709537,8959.97121683666,9250.04998363024,9550.35341090263,9861.21274765696,10182.9358201168
"24",432.088,444.172,456.131456645645,468.955409117325,482.799131723054,497.000293368324,512.061773003149,528.530013069447,546.380352783085,565.52216513165,585.1292201544,604.468600763322,623.83336817163,643.32980516995,662.443972912995,680.670462973822,698.147664648393,715.177265872421,732.9295985413,749.719724203538,766.245797798731,784.000065053836,809.669292969615,778.667969699632,840.124152484959,867.83070144393,897.891286481664,929.79423915894,962.695443375262,997.538957927475,1032.58712558764,1066.41307559651,1098.11478479086,1128.05322513438,1162.36963219056,1201.13297843821,1238.47221225815,1283.49353474047,1322.46479636592,1365.63345976311,1419.35591231421,1473.04991825118,1525.45755594231,1578.7225035084,1636.99864700405,1687.76584141061,1739.11034484642,1790.47327661756,1850.04731577895,1917.41636368365,1997.95241227617,2072.32288361741,2156.22839799387,2240.51829188675,2318.3378718796,2404.57020106705,2486.36394627052,2556.26547960806,2627.29629712902,2699.10081819813,2775.9850567463,2857.69338669047,2939.80267120126,3022.84069099793,3107.97000142692,3193.65822227589,3278.44645095574,3358.71130067489,3473.93486683904,3593.87352302937,3718.65706874294,3848.56334016356,3983.63781242846,4123.68000239067,4268.61919253199,4417.87488261188,4571.38593292536,4729.00177563395,4890.59384359073,5056.0983737744,5225.51197605518,5398.84241619122,5576.03677874388,5756.91060499941,5941.8636464969,6131.17985123438,6325.27629547744,6524.7279196497,6730.12445658401,6942.10213400022,7161.1953909782,7387.83821699444,7622.43085350735,7865.31622188146,8116.79217217006,8377.1428687738,8646.71244549676,8925.82352469512,9214.79676110411,9513.95569039371,9823.63029913119
"25",417.79,428.925,440.929305577248,452.822010001979,465.584854118054,479.368937351162,493.467348922265,508.465488439197,524.876445615988,542.666300621173,561.741169097651,581.298090261259,600.564245726159,619.891535561214,639.288895182257,658.463166349778,676.518447586956,693.237011208619,710.588733144455,727.126623954276,743.855574045276,761.791810892106,779.461857264712,804.850543442774,774.193730631764,835.489581864008,863.116239963882,893.094170656619,924.899333661115,957.690076902136,992.34396037568,1027.44151570726,1061.2202895262,1092.842410682,1122.73138060558,1157.00081005506,1195.67551248496,1232.98563653972,1277.87553244456,1316.75990049599,1359.80653502337,1413.49235923784,1466.98112723214,1519.3232821465,1572.57444389465,1630.62364110717,1681.19313152398,1732.33768274067,1783.50059052674,1842.84262897655,1909.94931986682,1990.17173485577,2064.25258335938,2147.83134233509,2231.79298392819,2309.30950913095,2395.20602154293,2476.68123526261,2546.31054926262,2617.06474964563,2688.58964052319,2765.17446680549,2846.5645979007,2928.35412211486,3011.06876481721,3095.86655398504,3181.22107699363,3265.67911269574,3345.63138494806,3460.40623301761,3579.87780901708,3704.17540696202,3833.57578105165,3968.12422932821,4107.6210493914,4251.99579912006,4400.67023893065,4553.58346721613,4710.58550249822,4871.54827831233,5036.40827995114,5205.16213048715,5377.8175654361,5554.32187542932,5734.49132009536,5918.72409421063,6107.30303998714,6300.64360945971,6499.31850404665,6703.91515996912,6915.06732726899,7133.3073637463,7359.06756878115,7592.74662516137,7834.68611880401,8085.18273983724,8344.51954603298,8613.0393310262,8891.06346077653,9178.91134128525,9476.90524826904
"26",404.591,414.67,425.729733294358,437.666164778202,449.50237776611,462.211099834349,475.892896837186,489.932672153385,504.880441901925,521.238667437028,538.966926265984,557.993244735828,577.472973725354,596.699631493018,615.927002014647,635.380327202167,654.371287563542,671.679651300035,688.711247035532,704.896009993047,721.37234412524,739.454399424309,757.303946402839,774.745400675289,800.144666716117,769.847250662116,830.87073278043,858.423279340013,888.309268726227,920.00694431418,952.618615242196,987.313630579821,1022.3517642153,1056.03869643787,1087.59985837138,1117.45815521327,1151.65595347188,1190.29224234537,1227.50083158245,1272.27372296902,1311.05044070735,1354.26535863493,1407.5783693352,1460.99013872259,1513.3150647258,1566.35564287962,1624.17528249762,1674.54479408383,1725.48709237172,1776.44767463731,1835.5550429064,1902.39635802444,1982.30153064837,2056.08942382788,2139.33766765808,2222.96727998287,2300.17726335705,2385.73409498594,2466.8871121039,2536.24107452977,2606.71547493582,2677.95751811373,2754.23948700364,2835.30775795936,2916.77384261988,2999.16138735495,3083.62384067944,3168.64082622112,3252.76486964694,3332.4009678232,3446.72193471438,3565.72105615948,3689.52711487634,3818.41577062992,3952.43214232978,4091.37731730579,4235.18113200263,4383.26763350557,4535.57616104511,4691.95732625001,4852.28356909901,5016.49162605597,5184.57813354753,5356.55079649909,5532.35711398302,5711.81407223564,5895.31829135809,6083.15149505291,6275.7274924352,6473.61672015536,6677.40429139732,6887.72145001609,7105.09844858404,7329.96587693816,7562.72084126115,7803.70357665652,8053.20959998088,8311.52084964424,8578.97876369204,8855.90343723094,9142.6130131599
"27",391.9405,401.522,411.532793087107,422.530013510578,434.407738795228,446.195273117319,458.807132928888,472.430511564478,486.425443052287,501.328266831227,517.633524327475,535.320312257841,554.271137309435,573.708003162861,592.834979795387,612.11391525322,631.38046901333,649.636214667872,667.242895611097,683.153969289074,699.276708463195,717.051079747895,735.042920113547,752.665377614203,770.157797785698,795.593169061287,765.534911483632,826.292251379557,853.761303337316,883.545589936521,915.070234253276,947.723156894371,982.355862287843,1017.29153555658,1050.90432897021,1082.42155891648,1112.22613965947,1146.40243082995,1184.92663671876,1222.04798273497,1266.68380835425,1305.82619690218,1348.52849324576,1401.757370405,1455.13768295404,1507.25300499969,1560.08111242606,1617.66913728195,1667.83687793842,1718.57511081917,1769.3315544354,1828.20214954003,1894.77571073567,1974.3607980448,2047.85311059742,2130.76787738906,2214.06248498377,2290.96317947187,2376.17728628727,2457.00521945662,2526.08136276057,2596.27345577778,2667.23011653215,2743.20651399003,2823.95004047457,2905.08978709592,2987.14730259352,3071.27141498121,3155.94783823279,3239.73489632916,3319.05198705301,3432.91500533494,3551.43743835054,3674.74755293792,3803.11990462012,3936.59943156871,4074.98801792085,4218.21578118342,4365.70907560235,4517.40748340393,4673.16221463905,4832.84622026829,4996.39649017746,5163.8096742671,5335.09344659809,5510.19551655177,5688.9336034837,5871.7027387084,6058.78351739545,6250.5880910173,6447.68461116086,6650.65584715506,6860.13051420899,7076.63674080148,7300.60339190643,7532.42598297275,7772.44338618517,8020.94993461453,8278.22643727782,8544.61296448294,8820.42832909486
