Rwt,deltaR,Rfinal,mu,allottedGens,spills,nTooBig,pUnfinished,pEmergent,pExtinct,Emergent_size,Extinct_size,Emergent_generation,Extinct_generation
1.15,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.225,0.775,31359313.345454544,7.864516129032258,98.93333333333334,3.5393548387096776
1.15,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.243,0.757,34053840.97058824,6.755614266842801,98.16460905349794,3.472919418758256
1.15,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.274,0.726,39030061.96842105,7.461432506887053,91.97080291970804,3.5509641873278235
1.15,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.254,0.746,37627472.0,7.93029490616622,71.31102362204724,3.5804289544235925
1.15,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.235,0.765,25777317.0,6.900653594771242,98.93617021276596,3.458823529411765
1.175,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.292,0.708,52841678.68224299,6.878531073446328,94.95890410958904,3.3940677966101696
1.175,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.27,0.73,57375466.603174604,6.410958904109589,92.9,3.3273972602739725
1.175,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.279,0.721,55777549.90909091,7.004160887656034,85.89247311827957,3.5728155339805827
1.175,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.278,0.722,19051653.0,7.465373961218837,67.57913669064749,3.5831024930747923
1.175,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.27,0.73,52564614.35483871,7.409589041095891,95.83703703703704,3.5561643835616437
1.2,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.317,0.683,60179010.14814815,5.997071742313324,87.4384858044164,3.2591508052708638
1.2,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.296,0.704,49179755.07692308,5.313920454545454,85.19256756756756,2.981534090909091
1.2,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.325,0.675,70730713.5,5.823703703703703,79.71076923076923,3.111111111111111
1.2,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.305,0.695,,5.497841726618705,62.6327868852459,3.1683453237410073
1.2,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.295,0.705,68370766.04347827,5.7432624113475175,87.88813559322034,3.0893617021276594
1.225,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.342,0.658,17561888.0,4.51063829787234,79.02923976608187,2.709726443768997
1.225,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.315,0.685,25938581.0,4.591240875912408,78.6920634920635,2.846715328467153
1.225,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.356,0.644,63169915.0,6.3354037267080745,73.98595505617978,3.329192546583851
1.225,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.368,0.632,,5.257911392405063,59.630434782608695,3.060126582278481
1.225,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.331,0.669,50379119.0,5.349775784753363,80.87915407854985,2.976083707025411
1.25,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.366,0.634,,4.82018927444795,73.66120218579235,2.943217665615142
1.25,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.353,0.647,,4.9629057187017,72.07932011331445,3.0231839258114372
1.25,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.38,0.62,,4.312903225806451,69.07368421052631,2.693548387096774
1.25,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.402,0.598,,5.068561872909699,56.93283582089552,3.051839464882943
1.25,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.36,0.64,,4.1171875,73.40277777777777,2.7109375
1.275,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.406,0.594,,4.097643097643098,68.19458128078817,2.6683501683501682
1.275,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.439,0.561,2237037.0,4.032085561497326,67.44419134396355,2.6470588235294117
1.275,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.414,0.586,,4.197952218430034,64.90338164251207,2.6621160409556315
1.275,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.392,0.608,,4.559210526315789,54.87244897959184,2.8092105263157894
1.275,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.391,0.609,,4.198686371100164,68.42710997442455,2.799671592775041
1.3,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.435,0.565,,4.5380530973451325,63.57471264367816,2.7168141592920354
1.3,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.427,0.573,,3.722513089005236,63.175644028103044,2.5165794066317626
1.3,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.427,0.573,,4.045375218150087,61.39344262295082,2.607329842931937
1.3,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.418,0.582,,3.8402061855670104,52.55263157894737,2.5326460481099655
1.3,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.421,0.579,,3.6286701208981,64.02137767220903,2.378238341968912
1.325,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.401,0.599,,3.621035058430718,59.45635910224439,2.5425709515859767
1.325,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.452,0.548,,3.9963503649635035,59.22345132743363,2.6295620437956204
1.325,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.464,0.536,,3.324626865671642,57.80818965517241,2.3563432835820897
1.325,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.431,0.569,,3.3233743409490333,49.73781902552204,2.413005272407733
1.325,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.444,0.556,,3.8597122302158273,60.31981981981982,2.618705035971223
1.35,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.454,0.546,,3.642857142857143,56.37444933920705,2.4615384615384617
1.35,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.473,0.527,,3.1802656546489563,56.12473572938689,2.3605313092979125
1.35,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.498,0.502,,3.316733067729084,54.899598393574294,2.352589641434263
1.35,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.458,0.542,,3.199261992619926,48.48471615720524,2.3136531365313653
1.35,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.48,0.52,,3.5076923076923077,56.516666666666666,2.355769230769231
1.375,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.495,0.505,,3.6811881188118813,53.54949494949495,2.502970297029703
1.375,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.517,0.483,,3.577639751552795,53.38297872340426,2.4472049689440993
1.375,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.476,0.524,,3.3282442748091605,52.19747899159664,2.3263358778625953
1.375,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.493,0.507,,3.203155818540434,46.66328600405679,2.31163708086785
1.375,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.463,0.537,,2.9646182495344506,53.65658747300216,2.186219739292365
1.4,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.525,0.475,,3.0210526315789474,50.857142857142854,2.309473684210526
1.4,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.517,0.483,,3.4761904761904763,50.928433268858804,2.4968944099378882
1.4,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.504,0.496,,3.2358870967741935,49.96626984126984,2.3629032258064515
1.4,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.502,0.498,,3.387550200803213,45.18326693227092,2.3313253012048194
1.4,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.506,0.494,,3.048582995951417,50.8399209486166,2.2550607287449393
1.425,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.559,0.441,,2.9206349206349205,48.86583184257603,2.1519274376417235
1.425,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.531,0.469,,2.791044776119403,48.39924670433145,2.1257995735607675
1.425,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.518,0.482,,2.840248962655602,47.696911196911195,2.1887966804979255
1.425,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.55,0.45,,2.9466666666666668,43.7,2.2111111111111112
1.425,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.54,0.46,,3.3869565217391306,49.00370370370371,2.3391304347826085
1.45,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.564,0.436,,3.080275229357798,46.38652482269504,2.286697247706422
1.45,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.539,0.461,,2.7787418655097613,46.33951762523191,2.158351409978308
1.45,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.557,0.443,,2.8442437923250563,45.666068222621185,2.2415349887133185
1.45,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.549,0.451,,2.9711751662971175,42.4408014571949,2.2328159645232817
1.45,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.561,0.439,,2.7722095671981775,46.61140819964349,2.1366742596810933
1.475,0.02,3.0,0.001,100.0,1000.0,0,0.0,0.583,0.417,,2.7793764988009593,44.37735849056604,2.1390887290167866
1.475,0.05,3.0,0.001,100.0,1000.0,0,0.0,0.574,0.426,,2.7652582159624415,44.41637630662021,2.07981220657277
1.475,0.1,3.0,0.001,100.0,1000.0,0,0.0,0.573,0.427,,2.496487119437939,44.05933682373473,2.030444964871194
1.475,0.25,3.0,0.001,100.0,1000.0,0,0.0,0.565,0.435,,2.632183908045977,40.84778761061947,2.071264367816092
1.475,1.0,3.0,0.001,100.0,1000.0,0,0.0,0.556,0.444,,2.8468468468468466,44.78597122302158,2.1779279279279278
